商品编码,品名,监管条件,检验检疫类别,法定单位,政策依据
72191322,按重量计含锰量在5.5％及以上的铬锰系不锈钢,4x,,千克,税委会公告2026年第5号
72191329,其他,4x,,千克,税委会公告2026年第5号
72191412,按重量计含锰量在5.5％及以上的铬锰系不锈钢,4x,,千克,税委会公告2026年第5号
72191419,其他,4x,,千克,税委会公告2026年第5号
72191422,按重量计含锰量在5.5％及以上的铬锰系不锈钢,4x,,千克,税委会公告2026年第5号
72191429,其他,4x,,千克,税委会公告2026年第5号
72192100,厚度超过10毫米,4x,,千克,税委会公告2026年第5号
72192200,厚度在4.75毫米及以上，但不超过10毫米,4x,,千克,税委会公告2026年第5号
72192300,厚度在3毫米及以上，但小于4.75毫米,4x,,千克,税委会公告2026年第5号
72192410,厚度超过1毫米但小于3毫米,4x,,千克,税委会公告2026年第5号
72192420,厚度在0.5毫米及以上，但不超过1毫米,4x,,千克,税委会公告2026年第5号
72192430,厚度小于0.5毫米,4x,,千克,税委会公告2026年第5号
72193100,厚度在4.75毫米及以上,4x,,千克,税委会公告2026年第5号
72193210,宽度在600毫米及以上，但不超过1800毫米,4x,,千克,税委会公告2026年第5号
72193290,其他,4x,,千克,税委会公告2026年第5号
72193310,按重量计含锰量在5.5％及以上的铬锰系不锈钢,4x,,千克,税委会公告2026年第5号
72193390,其他,4x,,千克,税委会公告2026年第5号
72193400,厚度在0.5毫米及以上，但不超过1毫米,4x,,千克,税委会公告2026年第5号
72193500,厚度小于0.5毫米,4x,,千克,税委会公告2026年第5号
72199000,其他,4x,,千克,税委会公告2026年第5号
72201100,厚度在4.75毫米及以上,4x,,千克,税委会公告2026年第5号
72201200,厚度小于4.75毫米,4x,,千克,税委会公告2026年第5号
72202020,厚度在0.35毫米及以下,4x,,千克,税委会公告2026年第5号
72202030,厚度在0.35毫米以上但小于3毫米,4x,,千克,税委会公告2026年第5号
72202040,厚度在3毫米及以上,4x,,千克,税委会公告2026年第5号
72209000,其他,4x,,千克,税委会公告2026年第5号
72210000,不规则盘卷的不锈钢热轧条、杆,4x,,千克,税委会公告2026年第5号
72221100,圆形截面的,4x,,千克,税委会公告2026年第5号
72221900,其他,4x,,千克,税委会公告2026年第5号
72222000,条、杆，除冷成形或冷加工外未经进一步加工,4x,,千克,税委会公告2026年第5号
72223000,其他条、杆,4x,,千克,税委会公告2026年第5号
72224000,角材、型材及异型材,4x,,千克,税委会公告2026年第5号
72230000,不锈钢丝第四分章其他合金钢；合金钢或非合金钢制的空心钻钢,4x,,千克,税委会公告2026年第5号
72241000,锭状及其他初级形状,4Bx,N,千克,税委会公告2026年第5号
72249010,单件重量在10吨及以上的粗铸锻件坯,4Bx,N,千克,税委会公告2026年第5号
72249090,其他,4Bx,N,千克,税委会公告2026年第5号
72251100,取向性硅电钢,47x,,千克,税委会公告2026年第5号
72251900,其他,4x,,千克,税委会公告2026年第5号
72253010,厚度在2毫米及以下,4x,,千克,税委会公告2026年第5号
72253090,其他,4x,,千克,税委会公告2026年第5号
72254010,工具钢,4x,,千克,税委会公告2026年第5号
72254091,含硼合金钢,4x,,千克,税委会公告2026年第5号
72254099,其他,4x,,千克,税委会公告2026年第5号
72255000,其他，除冷轧外未经进一步加工,4x,,千克,税委会公告2026年第5号
72259100,电镀或涂锌的,4x,,千克,税委会公告2026年第5号
72259200,用其他方法镀或涂锌的,4x,,千克,税委会公告2026年第5号
72259910,高速钢制,4x,,千克,税委会公告2026年第5号
72259990,其他,4x,,千克,税委会公告2026年第5号
72261100,取向性硅电钢,4x,,千克,税委会公告2026年第5号
72261900,其他,4x,,千克,税委会公告2026年第5号
72262000,高速钢制,4x,,千克,税委会公告2026年第5号
72269110,工具钢,4x,,千克,税委会公告2026年第5号
72269191,含硼合金钢,4x,,千克,税委会公告2026年第5号
72269199,其他,4x,,千克,税委会公告2026年第5号
72269200,除冷轧外未经进一步加工,4x,,千克,税委会公告2026年第5号
72269910,电镀或涂锌的,4x,,千克,税委会公告2026年第5号
72269920,用其他方法镀或涂锌的,4x,,千克,税委会公告2026年第5号
72269990,其他铁镍合金带材（生产集成电路框架用或显示面板精密金属掩膜版用），宽度小于600毫米,4x,,千克,税委会公告2026年第5号
72271000,高速钢制,4x,,千克,税委会公告2026年第5号
72272000,硅锰钢制,4x,,千克,税委会公告2026年第5号
72279010,含硼合金钢制,4x,,千克,税委会公告2026年第5号
72279091,截面为圆形的,4x,,千克,税委会公告2026年第5号
72279099,其他,4x,,千克,税委会公告2026年第5号
72281000,高速钢条、杆,4x,,千克,税委会公告2026年第5号
72282000,硅锰钢条、杆,4x,,千克,税委会公告2026年第5号
72283010,含硼合金钢制,4x,,千克,税委会公告2026年第5号
72283091,截面为圆形的,4x,,千克,税委会公告2026年第5号
72283099,其他,4x,,千克,税委会公告2026年第5号
72284000,其他条、杆，除锻造外未经进一步加工,4x,,千克,税委会公告2026年第5号
72285000,其他条、杆，除冷成形或冷加工外未经进一步加工,4x,,千克,税委会公告2026年第5号
72286000,其他条、杆,4x,,千克,税委会公告2026年第5号
72287010,履带板型钢,4x,,千克,税委会公告2026年第5号
72287090,其他,4x,,千克,税委会公告2026年第5号
72288000,空心钻钢,4x,,千克,税委会公告2026年第5号
72292000,硅锰钢制,4x,,千克,税委会公告2026年第5号
72299010,高速钢制,4x,,千克,税委会公告2026年第5号
72299090,其他,4x,,千克,税委会公告2026年第5号
73011000,钢铁板桩,4x,,千克,税委会公告2026年第5号
73012000,角材、型材及异型材,4x,,千克,税委会公告2026年第5号
73021000,钢轨,4x,,千克,税委会公告2026年第5号
73023000,道岔尖轨、辙叉、尖轨拉杆及其他叉道段体,4x,,千克,税委会公告2026年第5号
73024000,鱼尾板及钢轨垫板,4x,,千克,税委会公告2026年第5号
73029010,轨枕,4x,,千克,税委会公告2026年第5号
73029090,其他,4x,,千克,税委会公告2026年第5号
73030010,内径在500毫米及以上的圆形截面管,4x,,千克,税委会公告2026年第5号
73030090,其他,4x,,千克,税委会公告2026年第5号
73041110,外径大于等于215.9毫米，但不超过406.4毫米,4x,,千克,税委会公告2026年第5号
73041120,外径超过114.3毫米，但小于215.9毫米,4x,,千克,税委会公告2026年第5号
73041130,外径不超过114.3毫米,4x,,千克,税委会公告2026年第5号
73041190,其他,4x,,千克,税委会公告2026年第5号
73041910,外径大于等于215.9毫米，但不超过406.4毫米,4x,,千克,税委会公告2026年第5号
73041920,外径超过114.3毫米，但小于215.9毫米,4x,,千克,税委会公告2026年第5号
73041930,外径不超过114.3毫米,4x,,千克,税委会公告2026年第5号
73041990,其他,4x,,千克,税委会公告2026年第5号
73042210,外径不超过168.3毫米,4x,,千克,税委会公告2026年第5号
73042290,其他,4x,,千克,税委会公告2026年第5号
73042310,外径不超过168.3毫米,4x,,千克,税委会公告2026年第5号
73042390,其他,4x,,千克,税委会公告2026年第5号
73042400,其他不锈钢管,4x,,千克,税委会公告2026年第5号
73042910,屈服强度小于552兆帕斯卡的,4x,,千克,税委会公告2026年第5号
73042920,屈服强度大于等于552兆帕斯卡，但小于758兆帕斯卡的,4x,,千克,税委会公告2026年第5号
73042930,屈服强度大于等于758兆帕斯卡的,4x,,千克,税委会公告2026年第5号
73043110,锅炉管,4x,,千克,税委会公告2026年第5号
73043120,地质钻管、套管,4x,,千克,税委会公告2026年第5号
73043190,其他,4x,,千克,税委会公告2026年第5号
73043910,锅炉管,4x,,千克,税委会公告2026年第5号
73043920,地质钻管、套管,4x,,千克,税委会公告2026年第5号
73043990,其他,4x,,千克,税委会公告2026年第5号
73044110,锅炉管,4x,,千克,税委会公告2026年第5号
73044190,其他,4x,,千克,税委会公告2026年第5号
73044910,锅炉管,4x,,千克,税委会公告2026年第5号
73044990,其他,4x,,千克,税委会公告2026年第5号
73045110,锅炉管,4x,,千克,税委会公告2026年第5号
73045120,地质钻管、套管,4x,,千克,税委会公告2026年第5号
73045190,其他,4x,,千克,税委会公告2026年第5号
73045910,锅炉管,4x,,千克,税委会公告2026年第5号
73045920,地质钻管、套管,4x,,千克,税委会公告2026年第5号
73045990,其他,4x,,千克,税委会公告2026年第5号
73049000,其他,4x,,千克,税委会公告2026年第5号
73051100,纵向埋弧焊接的,4x,,千克,税委会公告2026年第5号
73051200,其他纵向焊接的,4x,,千克,税委会公告2026年第5号
73051900,其他,4x,,千克,税委会公告2026年第5号
73052000,钻探石油或天然气用套管,4x,,千克,税委会公告2026年第5号
73053100,纵向焊接的,4x,,千克,税委会公告2026年第5号
73053900,其他,4x,,千克,税委会公告2026年第5号
73059000,其他,4x,,千克,税委会公告2026年第5号
73061100,不锈钢焊缝管,4x,,千克,税委会公告2026年第5号
73061900,其他,4x,,千克,税委会公告2026年第5号
73062100,不锈钢焊缝管,4x,,千克,税委会公告2026年第5号
73062900,其他,4x,,千克,税委会公告2026年第5号
73063011,壁厚在0.7毫米及以下,4x,,千克,税委会公告2026年第5号
73063019,其他,4x,,千克,税委会公告2026年第5号
73063090,其他,4x,,千克,税委会公告2026年第5号
73064000,不锈钢的其他圆形截面焊缝管,4x,,千克,税委会公告2026年第5号
73065000,其他合金钢的圆形截面焊缝管,4x,,千克,税委会公告2026年第5号
73066100,矩形或正方形截面,4x,,千克,税委会公告2026年第5号
73066900,其他非圆形截面,4x,,千克,税委会公告2026年第5号
73069000,其他,34x,,千克/个,税委会公告2026年第5号
73071100,无可锻性铸铁制,4x,,千克,税委会公告2026年第5号
73071900,其他,4x,,千克,税委会公告2026年第5号
73072100,法兰,4x,,千克,税委会公告2026年第5号
73072200,螺纹肘管、弯管及管套,4x,,千克,税委会公告2026年第5号
73072300,对焊件,4x,,千克,税委会公告2026年第5号
73072900,其他,4x,,千克,税委会公告2026年第5号
73079100,法兰,4x,,千克,税委会公告2026年第5号
73079200,螺纹肘管、弯管及管套,4x,,千克,税委会公告2026年第5号
73079300,对焊件,4x,,千克,税委会公告2026年第5号
73079900,其他,4x,,千克,税委会公告2026年第5号
73081000,桥梁及桥梁体段,,,千克,税委会公告2026年第5号
73082000,塔楼及格构杆,,,千克,税委会公告2026年第5号
73083000,门窗及其框架、门槛,,,千克,税委会公告2026年第5号
73084000,脚手架、模板或坑道支撑用的支柱及类似设备,,,千克,税委会公告2026年第5号
73089000,其他,,,千克,税委会公告2026年第5号
73090000,盛装物料用的钢铁囤、柜、罐、桶及类似容器（装压缩气体或液化气体的除外），容积超过300升，不论是否衬里或隔热，但无机械或热力装置,3,,千克/个,税委会公告2026年第5号
73101000,容积在50升及以上,3,,千克/个,税委会公告2026年第5号
73102110,易拉罐及罐体,A,R,千克,税委会公告2026年第5号
73102190,其他,,,千克,税委会公告2026年第5号
73102910,易拉罐及罐体,A,R,千克,税委会公告2026年第5号
73102990,其他,A,R,千克,税委会公告2026年第5号
73110010,零售包装用,6A,M,千克,税委会公告2026年第5号
73110090,其他,6A,M,千克,税委会公告2026年第5号
73121000,绞股线、绳、缆,,,千克,税委会公告2026年第5号
73129000,其他,,,千克,税委会公告2026年第5号
73130000,带刺钢铁丝；围篱用的钢铁绞带或单股扁丝（不论是否带刺）及松绞的双股丝,,,千克,税委会公告2026年第5号
73141200,不锈钢制的机器用环形带,,,千克,税委会公告2026年第5号
73141400,不锈钢制的其他机织品,,,千克,税委会公告2026年第5号
73141900,其他,,,千克,税委会公告2026年第5号
73142000,交点焊接的网、篱及格栅，其丝的最大截面尺寸在3毫米及以上，网眼尺寸在100平方厘米及以上,,,千克,税委会公告2026年第5号
73143100,镀或涂锌的,,,千克,税委会公告2026年第5号
73143900,其他,,,千克,税委会公告2026年第5号
73144100,镀或涂锌的,,,千克,税委会公告2026年第5号
73144200,涂塑的,,,千克,税委会公告2026年第5号
73144900,其他,,,千克,税委会公告2026年第5号
73145000,网眼钢铁板,,,千克,税委会公告2026年第5号
73151110,自行车用,,,千克,税委会公告2026年第5号
73151120,摩托车用,,,千克,税委会公告2026年第5号
73151190,其他,,,千克,税委会公告2026年第5号
73151200,其他链,,,千克,税委会公告2026年第5号
73151900,零件,,,千克,税委会公告2026年第5号
73152000,防滑链,,,千克,税委会公告2026年第5号
73158100,日字环节链,,,千克,税委会公告2026年第5号
73158200,其他焊接链,,,千克,税委会公告2026年第5号
73158900,其他,,,千克,税委会公告2026年第5号
73159000,其他零件,,,千克,税委会公告2026年第5号
73160000,钢铁锚、多爪锚及其零件,,,千克,税委会公告2026年第5号
73170000,钢铁制的钉、平头钉、图钉、波纹钉、U形钉（税目83.05的货品除外）及类似品，不论钉头是否用其他材料制成，但不包括铜头钉,,,千克,税委会公告2026年第5号
73181100,方头螺钉,,,千克,税委会公告2026年第5号
73181200,其他木螺钉,,,千克,税委会公告2026年第5号
73181300,钩头螺钉及环头螺钉,,,千克,税委会公告2026年第5号
73181400,自攻螺钉,,,千克,税委会公告2026年第5号
73181510,抗拉强度在800兆帕及以上的,,,千克,税委会公告2026年第5号
73181590,其他,,,千克,税委会公告2026年第5号
73181600,螺母,,,千克,税委会公告2026年第5号
73181900,其他,,,千克,税委会公告2026年第5号
