商品编码,品名,序号,要素名,真实示例值,在目录要素内
55159100,主要或仅与化学纤维长丝混纺,2,染整方法（漂白、未漂白、色织、染色等）,染色,是
55159100,主要或仅与化学纤维长丝混纺,3,组织结构（平纹、斜纹、缎纹等）,斜纹,是
55159100,主要或仅与化学纤维长丝混纺,4,成分含量,81%粘胶纤维、17%涤纶、2%氨纶,是
55159100,主要或仅与化学纤维长丝混纺,5,幅宽,147厘米,是
55159100,主要或仅与化学纤维长丝混纺,6,每平方米克重,245克/平方米,是
55159100,主要或仅与化学纤维长丝混纺,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55159900,其他,1,织造方法（机织）,梭织,是
55159900,其他,2,染整方法（漂白、未漂白、色织、染色等）,染色,是
55159900,其他,3,组织结构（平纹、斜纹、缎纹等）,斜纹,是
55159900,其他,4,成分含量,81%粘胶纤维、17%涤纶、2%氨纶,是
55159900,其他,5,幅宽,147厘米,是
55159900,其他,6,每平方米克重,245克/平方米,是
55159900,其他,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55161100,未漂白或漂白,1,织造方法（机织）,机织,是
55161100,未漂白或漂白,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55161100,未漂白或漂白,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55161100,未漂白或漂白,4,成分含量,70%粘胶纤维、30%涤纶,是
55161100,未漂白或漂白,5,幅宽,150厘米,是
55161100,未漂白或漂白,6,每平方米克重,150克/平方米,是
55161100,未漂白或漂白,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55161200,染色,1,织造方法（机织）,机织,是
55161200,染色,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55161200,染色,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55161200,染色,4,成分含量,70%粘胶纤维、30%涤纶,是
55161200,染色,5,幅宽,150厘米,是
55161200,染色,6,每平方米克重,150克/平方米,是
55161200,染色,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55161300,色织,1,织造方法（机织）,机织,是
55161300,色织,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55161300,色织,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55161300,色织,4,成分含量,70%粘胶纤维、30%涤纶,是
55161300,色织,5,幅宽,150厘米,是
55161300,色织,6,每平方米克重,150克/平方米,是
55161300,色织,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55161400,印花,1,织造方法（机织）,机织,是
55161400,印花,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55161400,印花,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55161400,印花,4,成分含量,70%粘胶纤维、30%涤纶,是
55161400,印花,5,幅宽,150厘米,是
55161400,印花,6,每平方米克重,150克/平方米,是
55161400,印花,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55162100,未漂白或漂白,1,织造方法（机织）,机织,是
55162100,未漂白或漂白,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55162100,未漂白或漂白,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55162100,未漂白或漂白,4,成分含量,70%粘胶纤维、30%涤纶,是
55162100,未漂白或漂白,5,幅宽,150厘米,是
55162100,未漂白或漂白,6,每平方米克重,150克/平方米,是
55162100,未漂白或漂白,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55162200,染色,1,织造方法（机织）,机织,是
55162200,染色,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55162200,染色,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55162200,染色,4,成分含量,70%粘胶纤维、30%涤纶,是
55162200,染色,5,幅宽,150厘米,是
55162200,染色,6,每平方米克重,150克/平方米,是
55162200,染色,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55162300,色织,1,织造方法（机织）,机织,是
55162300,色织,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55162300,色织,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55162300,色织,4,成分含量,70%粘胶纤维、30%涤纶,是
55162300,色织,5,幅宽,150厘米,是
55162300,色织,6,每平方米克重,150克/平方米,是
55162300,色织,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55162400,印花,1,织造方法（机织）,机织,是
55162400,印花,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55162400,印花,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55162400,印花,4,成分含量,70%粘胶纤维、30%涤纶,是
55162400,印花,5,幅宽,150厘米,是
55162400,印花,6,每平方米克重,150克/平方米,是
55162400,印花,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55163100,未漂白或漂白,1,织造方法（机织）,机织,是
55163100,未漂白或漂白,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55163100,未漂白或漂白,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55163100,未漂白或漂白,4,成分含量,70%粘胶纤维、30%涤纶,是
55163100,未漂白或漂白,5,幅宽,150厘米,是
55163100,未漂白或漂白,6,每平方米克重,150克/平方米,是
55163100,未漂白或漂白,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55163200,染色,1,织造方法（机织）,机织,是
55163200,染色,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55163200,染色,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55163200,染色,4,成分含量,70%粘胶纤维、30%涤纶,是
55163200,染色,5,幅宽,150厘米,是
55163200,染色,6,每平方米克重,150克/平方米,是
55163200,染色,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55163300,色织,1,织造方法（机织）,机织,是
55163300,色织,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55163300,色织,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55163300,色织,4,成分含量,70%粘胶纤维、30%涤纶,是
55163300,色织,5,幅宽,150厘米,是
55163300,色织,6,每平方米克重,150克/平方米,是
55163300,色织,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55163400,印花,1,织造方法（机织）,机织,是
55163400,印花,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55163400,印花,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55163400,印花,4,成分含量,70%粘胶纤维、30%涤纶,是
55163400,印花,5,幅宽,150厘米,是
55163400,印花,6,每平方米克重,150克/平方米,是
55163400,印花,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55164100,未漂白或漂白,1,织造方法（机织）,机织,是
55164100,未漂白或漂白,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55164100,未漂白或漂白,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55164100,未漂白或漂白,4,成分含量,70%粘胶纤维、30%涤纶,是
55164100,未漂白或漂白,5,幅宽,150厘米,是
55164100,未漂白或漂白,6,每平方米克重,150克/平方米,是
55164100,未漂白或漂白,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55164200,染色,1,织造方法（机织）,机织,是
55164200,染色,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55164200,染色,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55164200,染色,4,成分含量,70%粘胶纤维、30%涤纶,是
55164200,染色,5,幅宽,150厘米,是
55164200,染色,6,每平方米克重,150克/平方米,是
55164200,染色,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55164300,色织,1,织造方法（机织）,机织,是
55164300,色织,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55164300,色织,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55164300,色织,4,成分含量,70%粘胶纤维、30%涤纶,是
55164300,色织,5,幅宽,150厘米,是
55164300,色织,6,每平方米克重,150克/平方米,是
55164300,色织,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55164400,印花,1,织造方法（机织）,机织,是
55164400,印花,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55164400,印花,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55164400,印花,4,成分含量,70%粘胶纤维、30%涤纶,是
55164400,印花,5,幅宽,150厘米,是
55164400,印花,6,每平方米克重,150克/平方米,是
55164400,印花,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55169100,未漂白或漂白,1,织造方法（机织）,机织,是
55169100,未漂白或漂白,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55169100,未漂白或漂白,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55169100,未漂白或漂白,4,成分含量,70%粘胶纤维、30%涤纶,是
55169100,未漂白或漂白,5,幅宽,150厘米,是
55169100,未漂白或漂白,6,每平方米克重,150克/平方米,是
55169100,未漂白或漂白,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55169200,染色,1,织造方法（机织）,机织,是
55169200,染色,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55169200,染色,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55169200,染色,4,成分含量,70%粘胶纤维、30%涤纶,是
55169200,染色,5,幅宽,150厘米,是
55169200,染色,6,每平方米克重,150克/平方米,是
55169200,染色,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55169300,色织,1,织造方法（机织）,机织,是
55169300,色织,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55169300,色织,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55169300,色织,4,成分含量,70%粘胶纤维、30%涤纶,是
55169300,色织,5,幅宽,150厘米,是
55169300,色织,6,每平方米克重,150克/平方米,是
55169300,色织,7,品牌（中文或外文名称）,中文：××（英文：××）,是
55169400,印花,1,织造方法（机织）,机织,是
55169400,印花,2,染整方法（漂白、未漂白、色织、染色等）,印花,是
55169400,印花,3,组织结构（平纹、斜纹、缎纹等）,平纹,是
55169400,印花,4,成分含量,70%粘胶纤维、30%涤纶,是
55169400,印花,5,幅宽,150厘米,是
55169400,印花,6,每平方米克重,150克/平方米,是
55169400,印花,7,品牌（中文或外文名称）,中文：××（英文：××）,是
56012100,棉制,1,纤维成分（如棉制）,棉100%,是
56012210,卷烟滤嘴,1,纤维成分（如棉制）,棉100%,是
56012290,其他,1,纤维成分（如棉制）,棉100%,是
56012900,其他,1,纤维成分（如棉制）,棉100%,是
56013000,纤维屑、纤维粉末及球结由两种或两种以上有机聚合物纺制的纤维（横截面为皮芯结构或并列结构或海岛结构），长度不超过5毫米,1,状态（纤维屑、球结）,纤维粉末,是
56021000,针刺机制毡呢及纤维缝编织物,1,加工方法（针刺缝编、涂布、浸渍、层压、包覆等）,针刺缝编,是
56021000,针刺机制毡呢及纤维缝编织物,2,纤维成分含量,涤纶70%、棉30%,是
56022100,羊毛或动物细毛制,1,加工方法（针刺缝编、涂布、浸渍、层压、包覆等）,针刺缝编,是
56022100,羊毛或动物细毛制,2,纤维成分含量,涤纶70%、棉30%,是
56022900,其他纺织材料制,1,加工方法（针刺缝编、涂布、浸渍、层压、包覆等）,针刺缝编,是
56022900,其他纺织材料制,2,纤维成分含量,涤纶70%、棉30%,是
56029000,其他,1,加工方法（针刺缝编、涂布、浸渍、层压、包覆等）,针刺缝编,是
56029000,其他,2,纤维成分含量,涤纶70%、棉30%,是
56031110,经浸渍、涂布、包覆或层压,1,加工方法（水刺、纺粘、热风、针刺、湿法、熔喷、闪蒸、其他需注明）,熔喷,是
56031110,经浸渍、涂布、包覆或层压,2,处理工艺（涂布、浸渍、层压、包覆等）,浸渍,是
56031110,经浸渍、涂布、包覆或层压,3,是否化学纤维长丝制,化学纤维长丝制,是
56031110,经浸渍、涂布、包覆或层压,4,每平方米克重,25克/平方米,是
56031110,经浸渍、涂布、包覆或层压,5,成分含量,化纤100%,是
56031110,经浸渍、涂布、包覆或层压,6,用途,用于服装衬布,是
56031110,经浸渍、涂布、包覆或层压,7,品牌（中文或外文名称，无品牌请申报厂商）,中文：××（英文：××）,是
56031110,经浸渍、涂布、包覆或层压,8,型号,,是
56031190,其他,1,加工方法（水刺、纺粘、热风、针刺、湿法、熔喷、闪蒸、其他需注明）,熔喷,是
56031190,其他,2,是否化学纤维长丝制,浸渍,是
56031190,其他,3,每平方米克重,化学纤维长丝制,是
56031190,其他,4,成分含量,25克/平方米,是
56031190,其他,5,用途,化纤100%,是
56031190,其他,6,品牌（中文或外文名称，无品牌请申报厂商）,用于服装衬布,是
56031190,其他,7,型号,中文：××（英文：××）,是
56031210,经浸渍、涂布、包覆或层压,1,加工方法（水刺、纺粘、热风、针刺、湿法、熔喷、闪蒸、其他需注明）,熔喷,是
56031210,经浸渍、涂布、包覆或层压,2,处理工艺（涂布、浸渍、层压、包覆等）,层压,是
56031210,经浸渍、涂布、包覆或层压,3,是否化学纤维长丝制,化学纤维长丝制,是
56031210,经浸渍、涂布、包覆或层压,4,每平方米克重,60克/平方米,是
56031210,经浸渍、涂布、包覆或层压,5,成分含量,85%尼龙、15%涤纶,是
56031210,经浸渍、涂布、包覆或层压,6,用途,贴在衣服的领子、袖口，使其不易起皱,是
56031210,经浸渍、涂布、包覆或层压,7,品牌（中文或外文名称，无品牌请申报厂商）,中文：××（英文：××）,是
